MES;DIA;HORA;PROVINCIA;CANTON;ZONA;NUM_FALLECIDO;NUM_LESIONADO;TOTAL_VICTIMAS;CLASE;CAUSA
NOVIEMBRE;DOMINGO;09:00 A 09:59;GUAYAS;NARANJITO;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;00:00 A 00:59;GUAYAS;SANTA LUCIA;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;02:00 A 02:59;GUAYAS;SAMBORONDON;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;10:00 A 10:59;GUAYAS;EL EMPALME;RURAL;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;DOMINGO;20:00 A 20:59;GUAYAS;SAN JACINTO DE YAGUACHI;RURAL;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;21:00 A 21:59;MANABÍ;JIPIJAPA;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;18:00 A 18:59;LOS RÍOS;BUENA FE;RURAL;3;1;4;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;11:00 A 11:59;GUAYAS;COLIMES;RURAL;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;16:00 A 16:59;LOS RÍOS;PUEBLOVIEJO;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;DOMINGO;21:00 A 21:59;GUAYAS;SANTA LUCIA;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;17:00 A 17:59;GUAYAS;BALZAR;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
NOVIEMBRE;DOMINGO;20:00 A 20:59;LOS RÍOS;VENTANAS;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;16:00 A 16:59;MANABÍ;TOSAGUA;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
NOVIEMBRE;DOMINGO;21:00 A 21:59;MANABÍ;SUCRE;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;21:00 A 21:59;GUAYAS;GUAYAQUIL;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;01:00 A 01:59;TUNGURAHUA;PATATE;RURAL;0;1;1;VOLCAMIENTOS;EXCESO VELOCIDAD
NOVIEMBRE;DOMINGO;02:00 A 02:59;ZAMORA CHINCHIPE;ZAMORA;RURAL;1;0;1;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA
NOVIEMBRE;DOMINGO;04:00 A 04:59;PICHINCHA;MEJIA;RURAL;1;0;1;CHOQUES;EMBRIAGUEZ O DROGA
NOVIEMBRE;DOMINGO;21:00 A 21:59;ZAMORA CHINCHIPE;ZAMORA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;02:00 A 02:59;CAÑAR;AZOGUES;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;07:00 A 07:59;MANABÍ;PORTOVIEJO;RURAL;1;0;1;CHOQUES;EXCESO VELOCIDAD
NOVIEMBRE;DOMINGO;18:00 A 18:59;ESMERALDAS;QUININDE;RURAL;1;0;1;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;22:00 A 22:59;IMBABURA;OTAVALO;RURAL;1;0;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
NOVIEMBRE;DOMINGO;06:00 A 06:59;IMBABURA;IBARRA;RURAL;0;3;3;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;20:00 A 20:59;CHIMBORAZO;RIOBAMBA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;09:00 A 09:59;CHIMBORAZO;COLTA;RURAL;1;0;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
NOVIEMBRE;DOMINGO;14:00 A 14:59;TUNGURAHUA;AMBATO;RURAL;0;1;1;OTROS;OTRAS CAUSAS
NOVIEMBRE;DOMINGO;19:00 A 19:59;LOJA;LOJA;RURAL;0;1;1;PÉRDIDA DE PISTA;EXCESO VELOCIDAD
NOVIEMBRE;DOMINGO;20:00 A 20:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;07:00 A 07:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;OTROS;MAL ESTADO DE LA VÍA
NOVIEMBRE;DOMINGO;07:00 A 07:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;05:00 A 05:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
NOVIEMBRE;DOMINGO;02:00 A 02:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
NOVIEMBRE;DOMINGO;01:00 A 01:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
NOVIEMBRE;DOMINGO;22:00 A 22:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;EXCESO VELOCIDAD
NOVIEMBRE;DOMINGO;07:00 A 07:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;01:00 A 01:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;1;2;3;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS
NOVIEMBRE;DOMINGO;07:00 A 07:59;AZUAY;CUENCA;RURAL;0;4;4;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;DOMINGO;18:00 A 18:59;AZUAY;CUENCA;RURAL;0;2;2;ESTRELLAMIENTOS;EXCESO VELOCIDAD
NOVIEMBRE;LUNES;00:00 A 00:59;MANABÍ;SUCRE;RURAL;1;7;8;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;LUNES;07:00 A 07:59;AZUAY;GUALACEO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;LUNES;06:00 A 06:59;EL ORO;PASAJE;RURAL;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;LUNES;04:00 A 04:59;PICHINCHA;MEJIA;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;LUNES;06:00 A 06:59;GUAYAS;BALAO;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;LUNES;06:00 A 06:59;GUAYAS;ALFREDO BAQUERIZO MORENO;RURAL;3;4;7;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;LUNES;06:00 A 06:59;EL ORO;SANTA ROSA;RURAL;1;2;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;LUNES;12:00 A 12:59;LOS RÍOS;BUENA FE;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;LUNES;15:00 A 15:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;LUNES;22:00 A 22:59;GUAYAS;DAULE;RURAL;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;LUNES;20:00 A 20:59;LOS RÍOS;BABA;RURAL;0;2;2;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;LUNES;12:00 A 12:59;GUAYAS;NARANJITO;RURAL;0;2;2;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;LUNES;13:00 A 13:59;GUAYAS;NARANJITO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;LUNES;19:00 A 19:59;LOS RÍOS;BABAHOYO;RURAL;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;LUNES;16:00 A 16:59;GUAYAS;GUAYAQUIL;RURAL;0;0;0;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;LUNES;18:00 A 18:59;GUAYAS;NARANJITO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;LUNES;00:00 A 00:59;ORELLANA;LORETO;RURAL;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;LUNES;03:00 A 03:59;PICHINCHA;MEJIA;RURAL;2;0;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;LUNES;08:00 A 08:59;LOS RÍOS;QUEVEDO;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;LUNES;05:00 A 05:59;CAÑAR;CAÑAR;RURAL;1;1;2;CHOQUES;MAL REBASAMIENTO INVADIR CARRIL
NOVIEMBRE;LUNES;05:00 A 05:59;TUNGURAHUA;AMBATO;RURAL;0;3;3;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;LUNES;20:00 A 20:59;CARCHI;TULCAN;RURAL;0;6;6;CHOQUES;EMBRIAGUEZ O DROGA
NOVIEMBRE;LUNES;16:00 A 16:59;TUNGURAHUA;PATATE;RURAL;3;0;3;VOLCAMIENTOS;EXCESO VELOCIDAD
NOVIEMBRE;LUNES;10:00 A 10:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;LUNES;16:00 A 16:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;CHOQUES;EMBRIAGUEZ O DROGA
NOVIEMBRE;LUNES;18:00 A 18:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;LUNES;12:00 A 12:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
NOVIEMBRE;LUNES;05:00 A 05:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;2;2;CHOQUES;EXCESO VELOCIDAD
NOVIEMBRE;MARTES;03:00 A 03:59;MANABÍ;ROCAFUERTE;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;MARTES;04:00 A 04:59;LOS RÍOS;BABAHOYO;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;MARTES;08:00 A 08:59;LOS RÍOS;QUEVEDO;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;MARTES;00:00 A 00:59;GUAYAS;ISIDRO AYORA;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;MARTES;13:00 A 13:59;MANABÍ;PORTOVIEJO;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;MARTES;16:00 A 16:59;GUAYAS;SAMBORONDON;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;MARTES;22:00 A 22:59;LOS RÍOS;BUENA FE;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;MARTES;22:00 A 22:59;GUAYAS;GENERAL  ANTONIO ELIZALDE;RURAL;0;2;2;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;MARTES;16:00 A 16:59;GUAYAS;EL TRIUNFO;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;MARTES;18:00 A 18:59;GUAYAS;EL EMPALME;RURAL;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;MARTES;14:00 A 14:59;GUAYAS;SAN JACINTO DE YAGUACHI;RURAL;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;MARTES;07:00 A 07:59;BOLÍVAR;SAN MIGUEL;RURAL;0;2;2;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;MARTES;06:00 A 06:59;CHIMBORAZO;COLTA;RURAL;0;2;2;CHOQUES;FACTORES CLIMÁTICOS
NOVIEMBRE;MARTES;16:00 A 16:59;ESMERALDAS;ESMERALDAS;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;MARTES;08:00 A 08:59;TUNGURAHUA;AMBATO;RURAL;0;0;0;CHOQUES;EXCESO VELOCIDAD
NOVIEMBRE;MARTES;22:00 A 22:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;15;15;CHOQUES;EXCESO VELOCIDAD
NOVIEMBRE;MARTES;04:00 A 04:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;ESTRELLAMIENTOS;FACTORES CLIMÁTICOS
NOVIEMBRE;MARTES;09:00 A 09:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;MIÉRCOLES;15:00 A 15:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;3;3;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;MIÉRCOLES;14:00 A 14:59;MANABÍ;PORTOVIEJO;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;MIÉRCOLES;13:00 A 13:59;GUAYAS;GUAYAQUIL;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
NOVIEMBRE;MIÉRCOLES;15:00 A 15:59;MANABÍ;MANTA;RURAL;0;3;3;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;MIÉRCOLES;20:00 A 20:59;GUAYAS;SAN JACINTO DE YAGUACHI;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;MIÉRCOLES;01:00 A 01:59;PICHINCHA;RUMIÑAHUI;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;MIÉRCOLES;12:00 A 12:59;PICHINCHA;CAYAMBE;RURAL;1;0;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;MIÉRCOLES;16:00 A 16:59;IMBABURA;IBARRA;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;MIÉRCOLES;18:00 A 18:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;1;1;PÉRDIDA DE PISTA;MAL ESTADO DE LA VÍA
NOVIEMBRE;JUEVES;08:00 A 08:59;LOS RÍOS;BABAHOYO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;JUEVES;06:00 A 06:59;GUAYAS;DURAN;RURAL;0;4;4;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;JUEVES;08:00 A 08:59;GUAYAS;DAULE;RURAL;0;2;2;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;JUEVES;08:00 A 08:59;LOS RÍOS;VENTANAS;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;JUEVES;09:00 A 09:59;MANABÍ;PORTOVIEJO;RURAL;0;1;1;OTROS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;JUEVES;16:00 A 16:59;GUAYAS;DURAN;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;JUEVES;16:00 A 16:59;MANABÍ;MANTA;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;JUEVES;19:00 A 19:59;GUAYAS;MILAGRO;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;JUEVES;22:00 A 22:59;LOS RÍOS;BABAHOYO;RURAL;0;1;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;JUEVES;23:00 A 23:59;GUAYAS;MILAGRO;RURAL;0;1;1;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;JUEVES;17:00 A 17:59;GUAYAS;DAULE;RURAL;0;1;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
NOVIEMBRE;JUEVES;19:00 A 19:59;GUAYAS;EL EMPALME;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;JUEVES;20:00 A 20:59;AZUAY;CUENCA;RURAL;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;JUEVES;22:00 A 22:59;AZUAY;CUENCA;RURAL;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;JUEVES;22:00 A 22:59;GUAYAS;SAN JACINTO DE YAGUACHI;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;JUEVES;19:00 A 19:59;LOJA;CATAMAYO;RURAL;1;1;2;CHOQUES;EXCESO VELOCIDAD
NOVIEMBRE;JUEVES;13:00 A 13:59;MORONA SANTIAGO;MORONA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;JUEVES;11:00 A 11:59;TUNGURAHUA;QUERO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;JUEVES;23:00 A 23:59;TUNGURAHUA;AMBATO;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;JUEVES;07:00 A 07:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;1;0;1;ATROPELLOS;IMPRUDENCIA  DEL PEATÓN
NOVIEMBRE;JUEVES;04:00 A 04:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;JUEVES;05:00 A 05:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;JUEVES;19:00 A 19:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;CHOQUES;EXCESO VELOCIDAD
NOVIEMBRE;JUEVES;18:00 A 18:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;JUEVES;10:00 A 10:59;LOS RÍOS;BABAHOYO;RURAL;0;0;0;CHOQUES;MAL ESTADO DE LA VÍA
NOVIEMBRE;VIERNES;06:00 A 06:59;LOS RÍOS;BABAHOYO;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;VIERNES;13:00 A 13:59;LOS RÍOS;PUEBLOVIEJO;RURAL;0;1;1;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;VIERNES;12:00 A 12:59;GUAYAS;SAN JACINTO DE YAGUACHI;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;VIERNES;21:00 A 21:59;MANABÍ;PORTOVIEJO;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;VIERNES;18:00 A 18:59;LOS RÍOS;BABAHOYO;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;VIERNES;12:00 A 12:59;AZUAY;GUALACEO;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;VIERNES;19:00 A 19:59;AZUAY;CUENCA;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;VIERNES;17:00 A 17:59;AZUAY;CUENCA;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;VIERNES;19:00 A 19:59;AZUAY;SANTA ISABEL;RURAL;0;0;0;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;VIERNES;14:00 A 14:59;NAPO;EL CHACO;RURAL;0;0;0;ESTRELLAMIENTOS;MAL ESTADO DE LA VÍA
NOVIEMBRE;VIERNES;15:00 A 15:59;TUNGURAHUA;BAÑOS DE AGUA SANTA;RURAL;0;0;0;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;VIERNES;18:00 A 18:59;TUNGURAHUA;BAÑOS DE AGUA SANTA;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;VIERNES;17:00 A 17:59;MANABÍ;CHONE;RURAL;0;1;1;PÉRDIDA DE PISTA;DAÑOS MECÁNICOS
NOVIEMBRE;VIERNES;17:00 A 17:59;CAÑAR;CAÑAR;RURAL;1;0;1;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;VIERNES;16:00 A 16:59;CARCHI;MONTUFAR;RURAL;1;0;1;VOLCAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;VIERNES;17:00 A 17:59;LOJA;LOJA;RURAL;1;3;4;PÉRDIDA DE PISTA;EMBRIAGUEZ O DROGA
NOVIEMBRE;VIERNES;23:00 A 23:59;LOJA;LOJA;RURAL;0;1;1;ROZAMIENTOS;EMBRIAGUEZ O DROGA
NOVIEMBRE;VIERNES;12:00 A 12:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;3;3;ATROPELLOS;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;VIERNES;13:00 A 13:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;1;1;CHOQUES;FACTORES CLIMÁTICOS
NOVIEMBRE;VIERNES;22:00 A 22:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;0;0;0;CHOQUES;EMBRIAGUEZ O DROGA
NOVIEMBRE;VIERNES;19:00 A 19:59;PICHINCHA;DISTRITO METROPOLITANO DE QUITO;RURAL;1;0;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;SÁBADO;06:00 A 06:59;GUAYAS;MILAGRO;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;SÁBADO;04:00 A 04:59;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;RURAL;0;2;2;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;SÁBADO;00:00 A 00:59;LOS RÍOS;BABAHOYO;RURAL;0;0;0;ROZAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;SÁBADO;02:00 A 02:59;GUAYAS;SAN JACINTO DE YAGUACHI;RURAL;0;1;1;CHOQUES;NO RESPETA LAS SEÑALES DE TRÁNSITO
NOVIEMBRE;SÁBADO;04:00 A 04:59;GUAYAS;DAULE;RURAL;1;1;2;ESTRELLAMIENTOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;SÁBADO;05:00 A 05:59;MANABÍ;PORTOVIEJO;RURAL;1;0;1;CAÍDA DE PASAJEROS;IMPRUDENCIA  DEL PEATÓN
NOVIEMBRE;SÁBADO;07:00 A 07:59;MANABÍ;PORTOVIEJO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;SÁBADO;11:00 A 11:59;GUAYAS;EL TRIUNFO;RURAL;0;0;0;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;SÁBADO;14:00 A 14:59;GUAYAS;DURAN;RURAL;0;0;0;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;SÁBADO;08:00 A 08:59;MANABÍ;MANTA;RURAL;0;2;2;CHOQUES;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;SÁBADO;11:00 A 11:59;AZUAY;CUENCA;RURAL;1;0;1;PÉRDIDA DE PISTA;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
NOVIEMBRE;SÁBADO;03:00 A 03:59;SANTA ELENA;SANTA ELENA;RURAL;0;1;1;ATROPELLOS;IMPERICIA E IMPRUDENCIA DEL CONDUCTOR
